,0
381,"(382, 1483, 'pulseaudio', Decimal('0.000'), Decimal('0.480'), datetime.datetime(2022, 11, 23, 14, 42, 41, 703000))"
382,"(383, 1484, 'lxsession', Decimal('0.000'), Decimal('0.350'), datetime.datetime(2022, 11, 23, 14, 42, 41, 713000))"
383,"(384, 1485, 'Xorg', Decimal('0.000'), Decimal('1.900'), datetime.datetime(2022, 11, 23, 14, 42, 41, 750000))"
384,"(385, 1489, 'dbus-daemon', Decimal('0.000'), Decimal('0.130'), datetime.datetime(2022, 11, 23, 14, 42, 41, 763000))"
385,"(386, 1495, 'xrdp-chansrv', Decimal('0.000'), Decimal('0.140'), datetime.datetime(2022, 11, 23, 14, 42, 41, 777000))"
386,"(387, 1574, 'ssh-agent', Decimal('0.000'), Decimal('0.030'), datetime.datetime(2022, 11, 23, 14, 42, 41, 787000))"
387,"(388, 1591, 'ibus-daemon', Decimal('0.000'), Decimal('0.200'), datetime.datetime(2022, 11, 23, 14, 42, 41, 797000))"
388,"(389, 1598, 'gvfsd', Decimal('0.000'), Decimal('0.210'), datetime.datetime(2022, 11, 23, 14, 42, 41, 810000))"
389,"(390, 1605, 'gvfsd-fuse', Decimal('0.000'), Decimal('0.170'), datetime.datetime(2022, 11, 23, 14, 42, 41, 823000))"
390,"(391, 1607, 'ibus-dconf', Decimal('0.000'), Decimal('0.190'), datetime.datetime(2022, 11, 23, 14, 42, 41, 833000))"
391,"(392, 1608, 'ibus-ui-gtk3', Decimal('0.000'), Decimal('1.840'), datetime.datetime(2022, 11, 23, 14, 42, 41, 843000))"
392,"(393, 1611, 'ibus-extension-gtk3', Decimal('0.000'), Decimal('1.750'), datetime.datetime(2022, 11, 23, 14, 42, 41, 853000))"
393,"(394, 1617, 'openbox', Decimal('0.000'), Decimal('0.510'), datetime.datetime(2022, 11, 23, 14, 42, 41, 867000))"
394,"(395, 1620, 'ibus-x11', Decimal('0.000'), Decimal('1.540'), datetime.datetime(2022, 11, 23, 14, 42, 41, 877000))"
395,"(396, 1621, 'lxpolkit', Decimal('0.000'), Decimal('0.300'), datetime.datetime(2022, 11, 23, 14, 42, 41, 890000))"
396,"(397, 1628, 'lxpanel', Decimal('0.000'), Decimal('0.960'), datetime.datetime(2022, 11, 23, 14, 42, 41, 903000))"
397,"(398, 1630, 'ibus-portal', Decimal('0.000'), Decimal('0.180'), datetime.datetime(2022, 11, 23, 14, 42, 41, 917000))"
398,"(399, 1633, 'pcmanfm', Decimal('0.000'), Decimal('0.800'), datetime.datetime(2022, 11, 23, 14, 42, 41, 930000))"
399,"(400, 1635, 'xscreensaver', Decimal('0.000'), Decimal('0.130'), datetime.datetime(2022, 11, 23, 14, 42, 41, 940000))"
400,"(401, 1644, 'evolution-alarm-notify', Decimal('0.000'), Decimal('1.410'), datetime.datetime(2022, 11, 23, 14, 42, 41, 953000))"
401,"(402, 1646, 'ssh-agent', Decimal('0.000'), Decimal('0.030'), datetime.datetime(2022, 11, 23, 14, 42, 41, 967000))"
402,"(403, 1670, 'parcellite', Decimal('0.000'), Decimal('0.480'), datetime.datetime(2022, 11, 23, 14, 42, 41, 980000))"
403,"(404, 1677, 'xscreensaver-systemd', Decimal('0.000'), Decimal('0.040'), datetime.datetime(2022, 11, 23, 14, 42, 41, 993000))"
404,"(405, 1678, 'agent', Decimal('0.000'), Decimal('0.140'), datetime.datetime(2022, 11, 23, 14, 42, 42, 7000))"
405,"(406, 1680, 'gvfs-udisks2-volume-monitor', Decimal('0.000'), Decimal('0.240'), datetime.datetime(2022, 11, 23, 14, 42, 42, 20000))"
406,"(407, 1695, 'at-spi-bus-launcher', Decimal('0.000'), Decimal('0.210'), datetime.datetime(2022, 11, 23, 14, 42, 42, 33000))"
407,"(408, 1715, 'nm-applet', Decimal('0.000'), Decimal('0.870'), datetime.datetime(2022, 11, 23, 14, 42, 42, 47000))"
408,"(409, 1716, 'dbus-daemon', Decimal('0.000'), Decimal('0.110'), datetime.datetime(2022, 11, 23, 14, 42, 42, 60000))"
409,"(410, 1718, 'gvfs-afc-volume-monitor', Decimal('0.000'), Decimal('0.210'), datetime.datetime(2022, 11, 23, 14, 42, 42, 77000))"
410,"(411, 1726, 'menu-cached', Decimal('0.000'), Decimal('0.140'), datetime.datetime(2022, 11, 23, 14, 42, 42, 90000))"
411,"(412, 1733, 'at-spi2-registryd', Decimal('0.000'), Decimal('0.210'), datetime.datetime(2022, 11, 23, 14, 42, 42, 100000))"
412,"(413, 1736, 'gvfs-goa-volume-monitor', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 42, 110000))"
413,"(414, 1745, 'goa-daemon', Decimal('0.000'), Decimal('0.900'), datetime.datetime(2022, 11, 23, 14, 42, 42, 123000))"
414,"(415, 1747, 'xdg-desktop-portal', Decimal('0.000'), Decimal('0.330'), datetime.datetime(2022, 11, 23, 14, 42, 42, 137000))"
415,"(416, 1766, 'xdg-document-portal', Decimal('0.000'), Decimal('0.170'), datetime.datetime(2022, 11, 23, 14, 42, 42, 147000))"
416,"(417, 1773, 'xdg-permission-store', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 42, 157000))"
417,"(418, 1785, 'evolution-source-registry', Decimal('0.000'), Decimal('0.650'), datetime.datetime(2022, 11, 23, 14, 42, 42, 170000))"
418,"(419, 1787, 'ibus-engine-simple', Decimal('0.000'), Decimal('0.180'), datetime.datetime(2022, 11, 23, 14, 42, 42, 180000))"
419,"(420, 1788, 'goa-identity-service', Decimal('0.000'), Decimal('0.380'), datetime.datetime(2022, 11, 23, 14, 42, 42, 190000))"
420,"(421, 1790, 'fusermount3', Decimal('0.000'), Decimal('0.030'), datetime.datetime(2022, 11, 23, 14, 42, 42, 203000))"
421,"(422, 1797, 'gvfs-gphoto2-volume-monitor', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 42, 213000))"
422,"(423, 1798, 'xdg-desktop-portal-gtk', Decimal('0.000'), Decimal('0.460'), datetime.datetime(2022, 11, 23, 14, 42, 42, 227000))"
423,"(424, 1811, 'gvfs-mtp-volume-monitor', Decimal('0.000'), Decimal('0.150'), datetime.datetime(2022, 11, 23, 14, 42, 42, 237000))"
424,"(425, 1841, 'gvfsd-trash', Decimal('0.000'), Decimal('0.230'), datetime.datetime(2022, 11, 23, 14, 42, 42, 250000))"
425,"(426, 1845, 'gnome-keyring-daemon', Decimal('0.000'), Decimal('0.210'), datetime.datetime(2022, 11, 23, 14, 42, 42, 280000))"
426,"(427, 1852, 'gvfsd-metadata', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 42, 293000))"
427,"(428, 1866, 'evolution-calendar-factory', Decimal('0.000'), Decimal('0.770'), datetime.datetime(2022, 11, 23, 14, 42, 42, 303000))"
428,"(429, 1875, 'dconf-service', Decimal('0.000'), Decimal('0.110'), datetime.datetime(2022, 11, 23, 14, 42, 42, 313000))"
429,"(430, 1876, 'evolution-addressbook-factory', Decimal('0.000'), Decimal('0.720'), datetime.datetime(2022, 11, 23, 14, 42, 42, 323000))"
430,"(431, 1919, 'tilix', Decimal('0.000'), Decimal('1.710'), datetime.datetime(2022, 11, 23, 14, 42, 42, 337000))"
431,"(432, 1931, 'bash', Decimal('0.000'), Decimal('0.140'), datetime.datetime(2022, 11, 23, 14, 42, 42, 347000))"
432,"(433, 2130, 'python3', Decimal('0.000'), Decimal('0.620'), datetime.datetime(2022, 11, 23, 14, 42, 42, 357000))"
433,"(434, 1, 'systemd', Decimal('0.000'), Decimal('0.340'), datetime.datetime(2022, 11, 23, 14, 42, 45, 887000))"
434,"(435, 2, 'kthreadd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 900000))"
435,"(436, 3, 'rcu_gp', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 910000))"
436,"(437, 4, 'rcu_par_gp', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 923000))"
437,"(438, 5, 'netns', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 933000))"
438,"(439, 7, 'kworker/0:0H-events_highpri', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 953000))"
439,"(440, 9, 'mm_percpu_wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 963000))"
440,"(441, 10, 'rcu_tasks_rude_', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 977000))"
441,"(442, 11, 'rcu_tasks_trace', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 45, 993000))"
442,"(443, 12, 'ksoftirqd/0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 7000))"
443,"(444, 13, 'rcu_sched', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 17000))"
444,"(445, 14, 'migration/0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 30000))"
445,"(446, 15, 'idle_inject/0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 40000))"
446,"(447, 16, 'kworker/0:1-events', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 53000))"
447,"(448, 17, 'cpuhp/0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 63000))"
448,"(449, 18, 'cpuhp/1', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 77000))"
449,"(450, 19, 'idle_inject/1', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 97000))"
450,"(451, 20, 'migration/1', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 110000))"
451,"(452, 21, 'ksoftirqd/1', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 133000))"
452,"(453, 22, 'kworker/1:0-events', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 143000))"
453,"(454, 23, 'kworker/1:0H-events_highpri', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 157000))"
454,"(455, 24, 'kdevtmpfs', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 167000))"
455,"(456, 25, 'inet_frag_wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 183000))"
456,"(457, 26, 'kauditd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 200000))"
457,"(458, 28, 'khungtaskd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 237000))"
458,"(459, 29, 'oom_reaper', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 247000))"
459,"(460, 30, 'writeback', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 260000))"
460,"(461, 31, 'kcompactd0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 270000))"
461,"(462, 32, 'ksmd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 283000))"
462,"(463, 33, 'khugepaged', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 300000))"
463,"(464, 79, 'kintegrityd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 313000))"
464,"(465, 80, 'kblockd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 323000))"
465,"(466, 81, 'blkcg_punt_bio', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 337000))"
466,"(467, 82, 'tpm_dev_wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 347000))"
467,"(468, 83, 'ata_sff', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 357000))"
468,"(469, 84, 'md', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 373000))"
469,"(470, 85, 'edac-poller', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 383000))"
470,"(471, 86, 'devfreq_wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 397000))"
471,"(472, 87, 'watchdogd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 407000))"
472,"(473, 88, 'kworker/u4:1-events_power_efficient', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 417000))"
473,"(474, 89, 'kworker/1:1H-events_highpri', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 430000))"
474,"(475, 91, 'kswapd0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 443000))"
475,"(476, 92, 'ecryptfs-kthrea', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 453000))"
476,"(477, 94, 'kthrotld', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 467000))"
477,"(478, 95, 'acpi_thermal_pm', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 480000))"
478,"(479, 96, 'nvme-wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 490000))"
479,"(480, 97, 'nvme-reset-wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 503000))"
480,"(481, 98, 'nvme-delete-wq', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 513000))"
481,"(482, 100, 'vfio-irqfd-clea', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 527000))"
482,"(483, 102, 'kworker/0:1H-events_highpri', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 537000))"
483,"(484, 103, 'mld', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 550000))"
484,"(485, 104, 'ipv6_addrconf', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 560000))"
485,"(486, 105, 'kworker/0:2-cgroup_destroy', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 573000))"
486,"(487, 114, 'kstrp', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 583000))"
487,"(488, 117, 'zswap-shrink', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 597000))"
488,"(489, 118, 'kworker/u5:0', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 610000))"
489,"(490, 123, 'charger_manager', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 623000))"
490,"(491, 124, 'jbd2/nvme0n1p1-', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 633000))"
491,"(492, 125, 'ext4-rsv-conver', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 647000))"
492,"(493, 165, 'systemd-journald', Decimal('0.000'), Decimal('1.030'), datetime.datetime(2022, 11, 23, 14, 42, 46, 657000))"
493,"(494, 190, 'kworker/0:3-events', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 670000))"
494,"(495, 205, 'kaluad', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 683000))"
495,"(496, 206, 'kmpath_rdacd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 693000))"
496,"(497, 207, 'kmpathd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 707000))"
497,"(498, 208, 'kmpath_handlerd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 723000))"
498,"(499, 209, 'multipathd', Decimal('0.000'), Decimal('0.690'), datetime.datetime(2022, 11, 23, 14, 42, 46, 733000))"
499,"(500, 212, 'systemd-udevd', Decimal('0.000'), Decimal('0.170'), datetime.datetime(2022, 11, 23, 14, 42, 46, 747000))"
500,"(501, 242, 'cryptd', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 790000))"
501,"(502, 243, 'ena', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 803000))"
502,"(503, 330, 'kworker/u4:6-events_unbound', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 813000))"
503,"(504, 397, 'kworker/1:7-events', Decimal('0.000'), Decimal('0.000'), datetime.datetime(2022, 11, 23, 14, 42, 46, 827000))"
504,"(505, 475, 'systemd-networkd', Decimal('0.000'), Decimal('0.200'), datetime.datetime(2022, 11, 23, 14, 42, 46, 840000))"
505,"(506, 477, 'systemd-resolved', Decimal('0.000'), Decimal('0.320'), datetime.datetime(2022, 11, 23, 14, 42, 46, 857000))"
506,"(507, 511, 'accounts-daemon', Decimal('0.000'), Decimal('0.200'), datetime.datetime(2022, 11, 23, 14, 42, 46, 870000))"
507,"(508, 512, 'acpid', Decimal('0.000'), Decimal('0.030'), datetime.datetime(2022, 11, 23, 14, 42, 46, 880000))"
508,"(509, 513, 'avahi-daemon', Decimal('0.000'), Decimal('0.100'), datetime.datetime(2022, 11, 23, 14, 42, 46, 893000))"
509,"(510, 514, 'dbus-daemon', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 46, 907000))"
510,"(511, 515, 'NetworkManager', Decimal('0.000'), Decimal('0.450'), datetime.datetime(2022, 11, 23, 14, 42, 46, 917000))"
511,"(512, 516, 'connmand', Decimal('0.000'), Decimal('0.180'), datetime.datetime(2022, 11, 23, 14, 42, 46, 930000))"
512,"(513, 518, 'dundee', Decimal('0.000'), Decimal('0.050'), datetime.datetime(2022, 11, 23, 14, 42, 46, 940000))"
513,"(514, 522, 'irqbalance', Decimal('0.000'), Decimal('0.100'), datetime.datetime(2022, 11, 23, 14, 42, 46, 957000))"
514,"(515, 523, 'networkd-dispat', Decimal('0.000'), Decimal('0.530'), datetime.datetime(2022, 11, 23, 14, 42, 46, 970000))"
515,"(516, 524, 'ofonod', Decimal('0.000'), Decimal('0.150'), datetime.datetime(2022, 11, 23, 14, 42, 46, 980000))"
516,"(517, 525, 'polkitd', Decimal('0.000'), Decimal('0.260'), datetime.datetime(2022, 11, 23, 14, 42, 46, 993000))"
517,"(518, 526, 'power-profiles-daemon', Decimal('0.000'), Decimal('0.190'), datetime.datetime(2022, 11, 23, 14, 42, 47, 7000))"
518,"(519, 527, 'rsyslogd', Decimal('0.000'), Decimal('0.150'), datetime.datetime(2022, 11, 23, 14, 42, 47, 17000))"
519,"(520, 528, 'snapd', Decimal('0.000'), Decimal('0.740'), datetime.datetime(2022, 11, 23, 14, 42, 47, 27000))"
520,"(521, 529, 'switcheroo-control', Decimal('0.000'), Decimal('0.120'), datetime.datetime(2022, 11, 23, 14, 42, 47, 40000))"
521,"(522, 530, 'systemd-logind', Decimal('0.000'), Decimal('0.230'), datetime.datetime(2022, 11, 23, 14, 42, 47, 57000))"
522,"(523, 531, 'udisksd', Decimal('0.000'), Decimal('0.330'), datetime.datetime(2022, 11, 23, 14, 42, 47, 70000))"
523,"(524, 532, 'wpa_supplicant', Decimal('0.000'), Decimal('0.150'), datetime.datetime(2022, 11, 23, 14, 42, 47, 80000))"
524,"(525, 533, 'avahi-daemon', Decimal('0.000'), Decimal('0.010'), datetime.datetime(2022, 11, 23, 14, 42, 47, 93000))"
525,"(526, 557, 'ModemManager', Decimal('0.000'), Decimal('0.300'), datetime.datetime(2022, 11, 23, 14, 42, 47, 103000))"
526,"(527, 579, 'amazon-ssm-agent', Decimal('0.000'), Decimal('0.360'), datetime.datetime(2022, 11, 23, 14, 42, 47, 123000))"
527,"(528, 583, 'containerd', Decimal('0.000'), Decimal('0.880'), datetime.datetime(2022, 11, 23, 14, 42, 47, 137000))"
528,"(529, 596, 'bpfilter_umh', Decimal('0.000'), Decimal('0.020'), datetime.datetime(2022, 11, 23, 14, 42, 47, 150000))"
529,"(530, 609, 'xrdp-sesman', Decimal('0.000'), Decimal('0.140'), datetime.datetime(2022, 11, 23, 14, 42, 47, 163000))"
530,"(531, 652, 'xrdp', Decimal('0.000'), Decimal('0.060'), datetime.datetime(2022, 11, 23, 14, 42, 47, 180000))"
531,"(532, 669, 'unattended-upgr', Decimal('0.000'), Decimal('0.590'), datetime.datetime(2022, 11, 23, 14, 42, 47, 193000))"
532,"(533, 714, 'chronyd', Decimal('0.000'), Decimal('0.090'), datetime.datetime(2022, 11, 23, 14, 42, 47, 213000))"
533,"(534, 722, 'chronyd', Decimal('0.000'), Decimal('0.080'), datetime.datetime(2022, 11, 23, 14, 42, 47, 227000))"
534,"(535, 781, 'dockerd', Decimal('0.000'), Decimal('1.930'), datetime.datetime(2022, 11, 23, 14, 42, 47, 240000))"
535,"(536, 783, 'cron', Decimal('0.000'), Decimal('0.070'), datetime.datetime(2022, 11, 23, 14, 42, 47, 250000))"
536,"(537, 807, 'agetty', Decimal('0.000'), Decimal('0.030'), datetime.datetime(2022, 11, 23, 14, 42, 47, 263000))"
537,"(538, 811, 'sshd', Decimal('0.000'), Decimal('0.220'), datetime.datetime(2022, 11, 23, 14, 42, 47, 273000))"
538,"(539, 815, 'gdm3', Decimal('0.000'), Decimal('0.220'), datetime.datetime(2022, 11, 23, 14, 42, 47, 287000))"
539,"(540, 1002, 'ssm-agent-worker', Decimal('0.000'), Decimal('0.550'), datetime.datetime(2022, 11, 23, 14, 42, 47, 297000))"
540,"(541, 1034, 'gdm-session-worker', Decimal('0.000'), Decimal('0.250'), datetime.datetime(2022, 11, 23, 14, 42, 47, 313000))"
541,"(542, 1039, 'systemd', Decimal('0.000'), Decimal('0.250'), datetime.datetime(2022, 11, 23, 14, 42, 47, 327000))"
542,"(543, 1040, '(sd-pam)', Decimal('0.000'), Decimal('0.110'), datetime.datetime(2022, 11, 23, 14, 42, 47, 340000))"
543,"(544, 1046, 'pipewire', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 47, 353000))"
544,"(545, 1047, 'pipewire-media-session', Decimal('0.000'), Decimal('0.160'), datetime.datetime(2022, 11, 23, 14, 42, 47, 367000))"
545,"(546, 1048, 'pulseaudio', Decimal('0.000'), Decimal('0.450'), datetime.datetime(2022, 11, 23, 14, 42, 47, 380000))"
546,"(547, 1049, 'rtkit-daemon', Decimal('0.000'), Decimal('0.040'), datetime.datetime(2022, 11, 23, 14, 42, 47, 397000))"
547,"(548, 1053, 'dbus-daemon', Decimal('0.000'), Decimal('0.110'), datetime.datetime(2022, 11, 23, 14, 42, 47, 410000))"
548,"(549, 1056, 'gdm-x-session', Decimal('0.000'), Decimal('0.150'), datetime.datetime(2022, 11, 23, 14, 42, 47, 423000))"
549,"(550, 1058, 'Xorg', Decimal('0.000'), Decimal('1.720'), datetime.datetime(2022, 11, 23, 14, 42, 47, 433000))"
550,"(551, 1065, 'dbus-run-session', Decimal('0.000'), Decimal('0.040'), datetime.datetime(2022, 11, 23, 14, 42, 47, 447000))"
551,"(552, 1066, 'dbus-daemon', Decimal('0.000'), Decimal('0.120'), datetime.datetime(2022, 11, 23, 14, 42, 47, 457000))"
552,"(553, 1067, 'gnome-session-binary', Decimal('0.000'), Decimal('0.440'), datetime.datetime(2022, 11, 23, 14, 42, 47, 467000))"
553,"(554, 1072, 'at-spi-bus-launcher', Decimal('0.000'), Decimal('0.200'), datetime.datetime(2022, 11, 23, 14, 42, 47, 480000))"
554,"(555, 1077, 'dbus-daemon', Decimal('0.000'), Decimal('0.110'), datetime.datetime(2022, 11, 23, 14, 42, 47, 490000))"
